Text,Emotion
@Face90klan @MonoLocoStarr Nunca he visto nada explotar tan basto mientras me cepillaba los dientes AJJAJAJAJAJAJA ha sido en plan ,surprise
" well , I'm really worried about my grades . I didn't think this course would be so stressful . ",sadness
"Laura 's normally full , warm lips tightened with annoyance . ",anger
@LFPFantasy_Mike So basically we're settling on the fact he's not going to. ,sadness
CUNT SAKE! I'VE RESTORED MY IPHONE FOR NO REASON! ,anger
"Curled into bed with a giant smile on my face, tears of joy rolling down my cheek. God, You are so awesome! #believe #goodnight :D",joy
3 of the 4 things on my holiday list include gold. ,surprise
"When I was ringing up a guy who was my teen idol, and was in Auckland. I was really scared, I didn't know what to say or do.",fear
" I'm sorry , but our university computer center only sells Macintosh equipment . ",sadness
 Of course . ,neutral
@br1tn1h0p3 we were. they separated us at birth so we wouldnt take over the music world at age 8. ,surprise
Wisdom teeth coming oh ,joy
"@DatYngCal ew, i was only busy for like an hour. you'll be busy for like 4... ",sadness
Experiencing all stages of grief this finals week  #bargaining #depression #acceptance #ImGoingToFail,anger
Yeah just got home from the mall! guessing ill get about 6 hours of sleep before my mom wakes me up ,joy
I had to call someone and make an appointment for a conversation. I was very afraid to fail.,fear
"Seriously?? If Marcus had shouted a sob story he would have clearly won, but no a dignified talented act can't win.  ",anger
After my girlfriend had taken her exam we went to her parent's place.,joy
The brave may not live forever but the cautious do not live at all.. definition of ,fear
Bought mom &amp; dad gifts that they can open when I get home(: #giver #excitement #home,surprise
" Sometimes I've thought I 'll never forget what happened  it all comes back and I feel guilty , or  or dirty , or humiliated and bitter ",shame
 You're so lucky . I hope to get married to a guy like that . ,joy
" All right , see you later . ",neutral
just finished the last paper I'll have to write for the rest of the semester :D COPIOUS AMOUNTS OF !!!,joy
"Good morning Twitterland, bright and sunny, nice sending you  #compassion #peace",joy
` I was so pleased she lived until just after Sam was born . ,joy
"Father God, i fear  what MAN wants to do to me, i the day you hand #ME the KEYS to #FLORIDA !! All I ask father... is #prepare me",fear
About to go shoot guns and be angry and stuff.   ,anger
When my brother bought me a nice pair of shoes from South Africa.,joy
" There was a guy on the sidewalk.He had three new boxes , Panasonic video camera boxes.He said he had to get rid of them quick . ",anger
" I had mine when I was 24 . that ’ s a little young . I ’ d suggest you wait until you are in your late twenties . , or even in your early thirties if you have a good career . ",neutral
 Congratulations ! That ’ s wonderful . I bet both of you are quite happy . ,joy
This bitch to skinny to be identified as a fuckin' human o_@ ,disgust
Learning a new Web bug tracking system at work. ,joy
After receiving the grade on the paper mentioned in FEAR.,sadness
 when no footballer wanted to risk contesting for a ball in the air with Bensela. of Head.,fear
@chrisbharrison  might just be my all-time favorite game show! What an awesome concept!  LOVE!!!,joy
The joy came to me when I heard that I was going to start a Medical course at the Lilongwe School for Health Sciences.,joy
"My father used to get so angry at her stubbornness -- not at all like me , used to doing what I was told . "" ",anger
study room time ,joy
"It is true that the wonderful advance of our people  has transformed the wilderness into a home where men and women can live comfortably , elegantly , happily , if they are of contented disposition ",joy
 It was a great idea to spend a day watching a game . ,joy
My husband and I were invited at the house of our nieghbours then we got an invitation on the part of my parents which we had to refuse. A a result they called me by words that provoked my anger.,anger
Don't have to go to work today! #lazyday,surprise
This girl started crying bc we ran out of cotton balls ,sadness
Dad's going to Hidalgo tomorrow and I can't go because of finals. ,sadness
@ellenclare47 haha I am such a cat person I love kitties but I can't take any in right now ,sadness
"But , not surprisingly , many parents continue to feel anxious , tense and sad about their children . ",sadness
 I knew this would happen some day ... ,sadness
For not having succeded in getting the job as a translator that I wanted.,sadness
Sometimes our bodies and minds seek excuses to experience griefs that we may have put aside or denied because we could n't face them at the time . ,sadness
Only 1 more week of school left before Christmas:) ,joy
"She Women share on of selling. We undersell our worth &amp; value. Leads to missed opportunities, limits sales &amp; forms a neg cycle.",fear
 I think it's dangerous . What if I can't turn it off ? ,fear
 What is it ? ,neutral
"when you say you're from guilderland, all the local college kids think you're a spoiled rich fag  ",sadness
@marissamccorkel like shit! Pretty much im a alcoholic now since I can't take pain meds lol and to top that split my incision open ,joy
"Also some disquiet surrounds the production of "" second generation "" vaccines using genetically engineered microbes to make fragments of viruses . ",fear
 Thank you very much . ,fear
" If you ask me , I don ’ t think it ’ s guilty . ",neutral
"He seemed agitated , restlessly pacing about , looking out into the crowds , then drawing back into the shelter of the arcade . ",fear
 Well ... ,neutral
Its Friday! Gonna be an awesome day with @itsJoLeigh !  ,surprise
Tanning makes me despise the press because now ashley is not in the air with some project ,anger
@Kyle_the_Girl_ nice underscores there copycat.   All Stars without you tonight.  ,sadness
&quot;More people public speaking than death.&quot; #quote #JerrySeinfeld,fear
"I'm not afraid of tomorrow, for I have seen yesterday and I love today #less #faith",fear
Gonna finally try to read some of my book...I have no time for books since school started. ,sadness
@CarolineHirons That's the idea.  Imagine Marcus trying to sing Stevie with a flap of spiced chicken skin stuck in his eye. IMAGINE ,joy
off to do a bit of shopping today. ,joy
 A Capricorn is serious-minded and practical . She likes to do things in conventional ways . That sounds just like you ! ,joy
"A friend of mine played a joke on another friend over the telephone.  This friend, crying, called me and I got very angry and made the other person apologize.",anger
This I experienced when going around with more than one girl.,guilt
 Hi Vicky . ,neutral
&quot;@shug619:  &quot;@Fit_not_Skinny: Want more in your life?! #Change your #ATTITUDE”&quot; whoop whoop! :),joy
Plan for tonight: packaging a couple of small and sweet silver pendants I made and send them off to their new home  ,joy
Black friday shopping starting now and then going straight into work until 6pm. ,joy
" Oh , I'm terribly sorry . but I couldn't find the yoghurt I saw here last time . ",sadness
Its sad when you see a great person mad esp one with a great heart :( hope he smiles end of tonight,sadness
My father has a chronic desease. In the autumn of 1983 he had a very strong fit or seizure.,fear
"My father promised to send me pocket money at the month-end since I wanted to buy a new pair of shoes when I was at secondary school, but he didn't.",disgust
" Wait , what are you doing ? I ’ m a married woman ! You can ’ t just try to kiss me like this ! ",fear
@CarolBAndrews @litzz11 I really hate box stores. Just remember my home town being annihilated by Wal Mart. ,sadness
"In a Mathematics class, the professor asked me a question and I gave the wrong answer.",shame
Brown boots came with black ribbon laces. I want pink. ,surprise
 That's really interesting . ,joy
When I had to leave my mother and my sister after a week's visit.,sadness
The disgruntlement among its two million members is almost palpable . ,disgust
